"","seqid","start","end","strand","type","ID","Alias","Name"
"1931","chr17",49510825,49510843,"+","miRNA","MIMAT0024782",MIMAT0024782,"hsa-miR-6165"
"1932","chr17",50768650,50768730,"+","miRNA_primary_transcript","MI0025895",MI0025895,"hsa-mir-8059"
"1933","chr17",50768660,50768681,"+","miRNA","MIMAT0030986",MIMAT0030986,"hsa-miR-8059"
"1934","chr17",56891270,56891355,"-","miRNA_primary_transcript","MI0016004",MI0016004,"hsa-mir-3614"
"1935","chr17",56891319,56891341,"-","miRNA","MIMAT0017992",MIMAT0017992,"hsa-miR-3614-5p"
"1936","chr17",56891281,56891303,"-","miRNA","MIMAT0017993",MIMAT0017993,"hsa-miR-3614-3p"
"1937","chr17",58331232,58331318,"-","miRNA_primary_transcript","MI0000458",MI0000458,"hsa-mir-142"
"1938","chr17",58331283,58331303,"-","miRNA","MIMAT0000433",MIMAT0000433,"hsa-miR-142-5p"
"1939","chr17",58331245,58331267,"-","miRNA","MIMAT0000434",MIMAT0000434,"hsa-miR-142-3p"
"1940","chr17",58335976,58336022,"-","miRNA_primary_transcript","MI0017373",MI0017373,"hsa-mir-4736"
"1941","chr17",58336004,58336022,"-","miRNA","MIMAT0019862",MIMAT0019862,"hsa-miR-4736"
"1942","chr17",59137758,59137872,"-","miRNA_primary_transcript","MI0003820",MI0003820,"hsa-mir-454"
"1943","chr17",59137828,59137849,"-","miRNA","MIMAT0003884",MIMAT0003884,"hsa-miR-454-5p"
"1944","chr17",59137787,59137809,"-","miRNA","MIMAT0003885",MIMAT0003885,"hsa-miR-454-3p"
"1945","chr17",59151136,59151221,"-","miRNA_primary_transcript","MI0000745",MI0000745,"hsa-mir-301a"
"1946","chr17",59151149,59151171,"-","miRNA","MIMAT0000688",MIMAT0000688,"hsa-miR-301a-3p"
"1947","chr17",59151187,59151208,"-","miRNA","MIMAT0022696",MIMAT0022696,"hsa-miR-301a-5p"
"1948","chr17",59366083,59366154,"+","miRNA_primary_transcript","MI0017366",MI0017366,"hsa-mir-4729"
"1949","chr17",59366092,59366113,"+","miRNA","MIMAT0019851",MIMAT0019851,"hsa-miR-4729"
"1950","chr17",59841266,59841337,"+","miRNA_primary_transcript","MI0000077",MI0000077,"hsa-mir-21"
"1951","chr17",59841273,59841294,"+","miRNA","MIMAT0000076",MIMAT0000076,"hsa-miR-21-5p"
"1952","chr17",59841311,59841331,"+","miRNA","MIMAT0004494",MIMAT0004494,"hsa-miR-21-3p"
"1953","chr17",60043025,60043105,"-","miRNA_primary_transcript","MI0017374",MI0017374,"hsa-mir-4737"
"1954","chr17",60043077,60043096,"-","miRNA","MIMAT0019863",MIMAT0019863,"hsa-miR-4737"
"1955","chr17",62944215,62944312,"+","miRNA_primary_transcript","MI0003648",MI0003648,"hsa-mir-633"
"1956","chr17",62944275,62944297,"+","miRNA","MIMAT0003303",MIMAT0003303,"hsa-miR-633"
"1957","chr17",64500774,64500839,"-","miRNA_primary_transcript","MI0017375",MI0017375,"hsa-mir-3064"
"1958","chr17",64500817,64500837,"-","miRNA","MIMAT0019864",MIMAT0019864,"hsa-miR-3064-5p"
"1959","chr17",64500775,64500797,"-","miRNA","MIMAT0019865",MIMAT0019865,"hsa-miR-3064-3p"
"1960","chr17",64501214,64501313,"-","miRNA_primary_transcript","MI0017932",MI0017932,"hsa-mir-5047"
"1961","chr17",64501230,64501250,"-","miRNA","MIMAT0020541",MIMAT0020541,"hsa-miR-5047"
"1962","chr17",64780759,64780824,"+","miRNA_primary_transcript","MI0020357",MI0020357,"hsa-mir-6080"
"1963","chr17",64780796,64780814,"+","miRNA","MIMAT0023705",MIMAT0023705,"hsa-miR-6080"
"1964","chr17",64822030,64822102,"-","miRNA_primary_transcript","MI0015983",MI0015983,"hsa-mir-4315-2"
"1965","chr17",64822075,64822092,"-","miRNA","MIMAT0016866_1",MIMAT0016866,"hsa-miR-4315"
"1966","chr17",66787072,66787168,"+","miRNA_primary_transcript","MI0003649",MI0003649,"hsa-mir-634"
"1967","chr17",66787132,66787153,"+","miRNA","MIMAT0003304",MIMAT0003304,"hsa-miR-634"
"1968","chr17",67471489,67471585,"-","miRNA_primary_transcript","MI0003671",MI0003671,"hsa-mir-548d-2"
"1969","chr17",67471540,67471561,"-","miRNA","MIMAT0004812",MIMAT0004812,"hsa-miR-548d-5p"
"1970","chr17",67471504,67471525,"-","miRNA","MIMAT0003323",MIMAT0003323,"hsa-miR-548d-3p"
"1971","chr17",67471489,67471585,"+","miRNA_primary_transcript","MI0016690",MI0016690,"hsa-mir-548aa-2"
"1972","chr17",67471543,67471567,"+","miRNA","MIMAT0018447",MIMAT0018447,"hsa-miR-548aa"
"1973","chr17",68424451,68424548,"-","miRNA_primary_transcript","MI0003650",MI0003650,"hsa-mir-635"
"1974","chr17",68424511,68424533,"-","miRNA","MIMAT0003305",MIMAT0003305,"hsa-miR-635"
"1975","chr17",69099542,69099656,"+","miRNA_primary_transcript","MI0019114",MI0019114,"hsa-mir-4524b"
"1976","chr17",69099570,69099590,"+","miRNA","MIMAT0022255",MIMAT0022255,"hsa-miR-4524b-5p"
"1977","chr17",69099607,69099626,"+","miRNA","MIMAT0022256",MIMAT0022256,"hsa-miR-4524b-3p"
"1978","chr17",69099564,69099632,"-","miRNA_primary_transcript","MI0016891",MI0016891,"hsa-mir-4524a"
"1979","chr17",69099606,69099627,"-","miRNA","MIMAT0019062",MIMAT0019062,"hsa-miR-4524a-5p"
"1980","chr17",69099570,69099591,"-","miRNA","MIMAT0019063",MIMAT0019063,"hsa-miR-4524a-3p"
"1981","chr17",74748613,74748699,"+","miRNA_primary_transcript","MI0016005",MI0016005,"hsa-mir-3615"
"1982","chr17",74748663,74748683,"+","miRNA","MIMAT0017994",MIMAT0017994,"hsa-miR-3615"
"1983","chr17",75406069,75406162,"+","miRNA_primary_transcript","MI0016079",MI0016079,"hsa-mir-3678"
"1984","chr17",75406077,75406096,"+","miRNA","MIMAT0018102",MIMAT0018102,"hsa-miR-3678-5p"
"1985","chr17",75406137,75406158,"+","miRNA","MIMAT0018103",MIMAT0018103,"hsa-miR-3678-3p"
"1986","chr17",75498548,75498628,"+","miRNA_primary_transcript","MI0022630",MI0022630,"hsa-mir-6785"
"1987","chr17",75498553,75498574,"+","miRNA","MIMAT0027470",MIMAT0027470,"hsa-miR-6785-5p"
"1988","chr17",75498608,75498628,"+","miRNA","MIMAT0027471",MIMAT0027471,"hsa-miR-6785-3p"
"1989","chr17",75784521,75784607,"-","miRNA_primary_transcript","MI0017376",MI0017376,"hsa-mir-4738"
"1990","chr17",75784567,75784588,"-","miRNA","MIMAT0019866",MIMAT0019866,"hsa-miR-4738-5p"
"1991","chr17",75784530,75784551,"-","miRNA","MIMAT0019867",MIMAT0019867,"hsa-miR-4738-3p"
"1992","chr17",76098019,76098076,"-","miRNA_primary_transcript","MI0022715",MI0022715,"hsa-mir-6868"
"1993","chr17",76098050,76098071,"-","miRNA","MIMAT0027636",MIMAT0027636,"hsa-miR-6868-5p"
"1994","chr17",76098019,76098039,"-","miRNA","MIMAT0027637",MIMAT0027637,"hsa-miR-6868-3p"
"1995","chr17",76736450,76736548,"-","miRNA_primary_transcript","MI0003651",MI0003651,"hsa-mir-636"
"1996","chr17",76736466,76736488,"-","miRNA","MIMAT0003306",MIMAT0003306,"hsa-miR-636"
"1997","chr17",77089417,77089497,"+","miRNA_primary_transcript","MI0025513",MI0025513,"hsa-mir-6516"
"1998","chr17",77089428,77089449,"+","miRNA","MIMAT0030417",MIMAT0030417,"hsa-miR-6516-5p"
"1999","chr17",77089469,77089490,"+","miRNA","MIMAT0030418",MIMAT0030418,"hsa-miR-6516-3p"
"2000","chr17",77396984,77397054,"-","miRNA_primary_transcript","MI0015845",MI0015845,"hsa-mir-4316"
"2001","chr17",77397028,77397044,"-","miRNA","MIMAT0016867",MIMAT0016867,"hsa-miR-4316"
"2002","chr17",79707176,79707249,"-","miRNA_primary_transcript","MI0017377",MI0017377,"hsa-mir-4739"
"2003","chr17",79707216,79707240,"-","miRNA","MIMAT0019868",MIMAT0019868,"hsa-miR-4739"
"2004","chr17",80098828,80098877,"+","miRNA_primary_transcript","MI0016748",MI0016748,"hsa-mir-1268b"
"2005","chr17",80098831,80098850,"+","miRNA","MIMAT0018925",MIMAT0018925,"hsa-miR-1268b"
"2006","chr17",80419418,80419493,"+","miRNA_primary_transcript","MI0017367",MI0017367,"hsa-mir-4730"
"2007","chr17",80419427,80419449,"+","miRNA","MIMAT0019852",MIMAT0019852,"hsa-miR-4730"
"2008","chr17",81125276,81125373,"-","miRNA_primary_transcript","MI0003681",MI0003681,"hsa-mir-657"
"2009","chr17",81125291,81125313,"-","miRNA","MIMAT0003335",MIMAT0003335,"hsa-miR-657"
"2010","chr17",81125877,81125955,"+","miRNA_primary_transcript","MI0014228",MI0014228,"hsa-mir-3065"
"2011","chr17",81125886,81125908,"+","miRNA","MIMAT0015066",MIMAT0015066,"hsa-miR-3065-5p"
"2012","chr17",81125926,81125948,"+","miRNA","MIMAT0015378",MIMAT0015378,"hsa-miR-3065-3p"
"2013","chr17",81125883,81125949,"-","miRNA_primary_transcript","MI0000814",MI0000814,"hsa-mir-338"
"2014","chr17",81125923,81125944,"-","miRNA","MIMAT0004701",MIMAT0004701,"hsa-miR-338-5p"
"2015","chr17",81125887,81125908,"-","miRNA","MIMAT0000763",MIMAT0000763,"hsa-miR-338-3p"
"2016","chr17",81133196,81133308,"-","miRNA_primary_transcript","MI0006385",MI0006385,"hsa-mir-1250"
"2017","chr17",81133265,81133285,"-","miRNA","MIMAT0005902",MIMAT0005902,"hsa-miR-1250-5p"
"2018","chr17",81133228,81133246,"-","miRNA","MIMAT0026740",MIMAT0026740,"hsa-miR-1250-3p"
"2019","chr17",81400716,81400778,"-","miRNA_primary_transcript","MI0017378",MI0017378,"hsa-mir-4740"
"2020","chr17",81400753,81400774,"-","miRNA","MIMAT0019869",MIMAT0019869,"hsa-miR-4740-5p"
"2021","chr17",81400716,81400737,"-","miRNA","MIMAT0019870",MIMAT0019870,"hsa-miR-4740-3p"
"2022","chr17",81451104,81451188,"-","miRNA_primary_transcript","MI0014229",MI0014229,"hsa-mir-3186"
"2023","chr17",81451152,81451173,"-","miRNA","MIMAT0015067",MIMAT0015067,"hsa-miR-3186-5p"
"2024","chr17",81451116,81451136,"-","miRNA","MIMAT0015068",MIMAT0015068,"hsa-miR-3186-3p"
"2025","chr17",81693757,81693869,"+","miRNA_primary_transcript","MI0022631",MI0022631,"hsa-mir-6786"
"2026","chr17",81693809,81693829,"+","miRNA","MIMAT0027472",MIMAT0027472,"hsa-miR-6786-5p"
"2027","chr17",81693844,81693866,"+","miRNA","MIMAT0027473",MIMAT0027473,"hsa-miR-6786-3p"
"2028","chr17",82236668,82236728,"+","miRNA_primary_transcript","MI0022632",MI0022632,"hsa-mir-6787"
"2029","chr17",82236673,82236694,"+","miRNA","MIMAT0027474",MIMAT0027474,"hsa-miR-6787-5p"
"2030","chr17",82236707,82236728,"+","miRNA","MIMAT0027475",MIMAT0027475,"hsa-miR-6787-3p"
"2031","chr17",82668233,82668307,"-","miRNA_primary_transcript","MI0016892",MI0016892,"hsa-mir-4525"
"2032","chr17",82668281,82668301,"-","miRNA","MIMAT0019064",MIMAT0019064,"hsa-miR-4525"
"2033","chr18",112256,112339,"-","miRNA_primary_transcript","MI0025914",MI0025914,"hsa-mir-8078"
"2034","chr18",112266,112288,"-","miRNA","MIMAT0031005",MIMAT0031005,"hsa-miR-8078"
"2035","chr18",3885353,3885432,"+","miRNA_primary_transcript","MI0022553",MI0022553,"hsa-mir-6718"
"2036","chr18",3885363,3885383,"+","miRNA","MIMAT0025849",MIMAT0025849,"hsa-miR-6718-5p"
"2037","chr18",5840695,5840833,"+","miRNA_primary_transcript","MI0016994",MI0016994,"hsa-mir-3976"
"2038","chr18",5840702,5840725,"+","miRNA","MIMAT0019361",MIMAT0019361,"hsa-miR-3976"
"2039","chr18",6374361,6374425,"-","miRNA_primary_transcript","MI0015850",MI0015850,"hsa-mir-4317"
"2040","chr18",6374399,6374415,"-","miRNA","MIMAT0016872",MIMAT0016872,"hsa-miR-4317"
"2041","chr18",10759584,10759649,"-","miRNA_primary_transcript","MI0022633",MI0022633,"hsa-mir-6788"
"2042","chr18",10759624,10759644,"-","miRNA","MIMAT0027476",MIMAT0027476,"hsa-miR-6788-5p"
"2043","chr18",10759584,10759605,"-","miRNA","MIMAT0027477",MIMAT0027477,"hsa-miR-6788-3p"
"2044","chr18",11654885,11654941,"-","miRNA_primary_transcript","MI0023613",MI0023613,"hsa-mir-7153"
"2045","chr18",11654919,11654941,"-","miRNA","MIMAT0028216",MIMAT0028216,"hsa-miR-7153-5p"
"2046","chr18",11654885,11654902,"-","miRNA","MIMAT0028217",MIMAT0028217,"hsa-miR-7153-3p"
"2047","chr18",13459947,13460026,"+","miRNA_primary_transcript","MI0018169",MI0018169,"hsa-mir-5190"
"2048","chr18",13459993,13460013,"+","miRNA","MIMAT0021121",MIMAT0021121,"hsa-miR-5190"
"2049","chr18",13611114,13611200,"+","miRNA_primary_transcript","MI0016893",MI0016893,"hsa-mir-4526"
"2050","chr18",13611167,13611188,"+","miRNA","MIMAT0019065",MIMAT0019065,"hsa-miR-4526"
"2051","chr18",14830166,14830242,"+","miRNA_primary_transcript","MI0014230",MI0014230,"hsa-mir-3156-2"
"2052","chr18",14830174,14830195,"+","miRNA","MIMAT0015030_1",MIMAT0015030,"hsa-miR-3156-5p"
"2053","chr18",14830215,14830235,"+","miRNA","MIMAT0019209_1",MIMAT0019209,"hsa-miR-3156-3p"
"2054","chr18",21683518,21683589,"+","miRNA_primary_transcript","MI0003778",MI0003778,"hsa-mir-320c-1"
"2055","chr18",21683559,21683578,"+","miRNA","MIMAT0005793",MIMAT0005793,"hsa-miR-320c"
"2056","chr18",21825698,21825785,"-","miRNA_primary_transcript","MI0000450",MI0000450,"hsa-mir-133a-1"
"2057","chr18",21825712,21825733,"-","miRNA","MIMAT0000427",MIMAT0000427,"hsa-miR-133a-3p"
"2058","chr18",21825749,21825770,"-","miRNA","MIMAT0026478",MIMAT0026478,"hsa-miR-133a-5p"
"2059","chr18",21829004,21829088,"-","miRNA_primary_transcript","MI0000437",MI0000437,"hsa-mir-1-2"
"2060","chr18",21829015,21829036,"-","miRNA","MIMAT0000416",MIMAT0000416,"hsa-miR-1-3p"
"2061","chr18",22933349,22933438,"+","miRNA_primary_transcript","MI0017379",MI0017379,"hsa-mir-4741"
"2062","chr18",22933407,22933429,"+","miRNA","MIMAT0019871",MIMAT0019871,"hsa-miR-4741"
"2063","chr18",24321675,24321746,"+","miRNA_primary_transcript","MI0008191",MI0008191,"hsa-mir-320c-2"
"2064","chr18",24321716,24321735,"+","miRNA","MIMAT0005793_1",MIMAT0005793,"hsa-miR-320c"
"2065","chr18",26591467,26591535,"-","miRNA_primary_transcript","MI0025893",MI0025893,"hsa-mir-8057"
"2066","chr18",26591505,26591525,"-","miRNA","MIMAT0030984",MIMAT0030984,"hsa-miR-8057"
"2067","chr18",30298910,30298960,"+","miRNA_primary_transcript","MI0006418",MI0006418,"hsa-mir-302f"
"2068","chr18",30298936,30298952,"+","miRNA","MIMAT0005932",MIMAT0005932,"hsa-miR-302f"
"2069","chr18",35591737,35591806,"+","miRNA_primary_transcript","MI0016993",MI0016993,"hsa-mir-3975"
"2070","chr18",35591782,35591803,"+","miRNA","MIMAT0019360",MIMAT0019360,"hsa-miR-3975"
"2071","chr18",35904818,35904926,"-","miRNA_primary_transcript","MI0000274",MI0000274,"hsa-mir-187"
"2072","chr18",35904871,35904892,"-","miRNA","MIMAT0004561",MIMAT0004561,"hsa-miR-187-5p"
"2073","chr18",35904835,35904856,"-","miRNA","MIMAT0000262",MIMAT0000262,"hsa-miR-187-3p"
"2074","chr18",35934088,35934142,"-","miRNA_primary_transcript","MI0016439",MI0016439,"hsa-mir-3929"
"2075","chr18",35934088,35934110,"-","miRNA","MIMAT0018206",MIMAT0018206,"hsa-miR-3929"
"2076","chr18",37657135,37657215,"+","miRNA_primary_transcript","MI0015847",MI0015847,"hsa-mir-4318"
"2077","chr18",37657189,37657205,"+","miRNA","MIMAT0016869",MIMAT0016869,"hsa-miR-4318"
"2078","chr18",39622123,39622175,"-","miRNA_primary_transcript","MI0005716",MI0005716,"hsa-mir-924"
"2079","chr18",39622153,39622172,"-","miRNA","MIMAT0004974",MIMAT0004974,"hsa-miR-924"
"2080","chr18",39676719,39676777,"-","miRNA_primary_transcript","MI0019140",MI0019140,"hsa-mir-5583-2"
"2081","chr18",39676756,39676777,"-","miRNA","MIMAT0022281",MIMAT0022281,"hsa-miR-5583-5p"
"2082","chr18",39676719,39676740,"-","miRNA","MIMAT0022282",MIMAT0022282,"hsa-miR-5583-3p"
"2083","chr18",39676721,39676779,"+","miRNA_primary_transcript","MI0019139",MI0019139,"hsa-mir-5583-1"
"2084","chr18",39676721,39676742,"+","miRNA","MIMAT0022281_1",MIMAT0022281,"hsa-miR-5583-5p"
"2085","chr18",39676758,39676779,"+","miRNA","MIMAT0022282_1",MIMAT0022282,"hsa-miR-5583-3p"
"2086","chr18",44970082,44970166,"-","miRNA_primary_transcript","MI0015848",MI0015848,"hsa-mir-4319"
"2087","chr18",44970140,44970156,"-","miRNA","MIMAT0016870",MIMAT0016870,"hsa-miR-4319"
"2088","chr18",47380496,47380565,"+","miRNA_primary_transcript","MI0016894",MI0016894,"hsa-mir-4527"
"2089","chr18",47380503,47380524,"+","miRNA","MIMAT0019066",MIMAT0019066,"hsa-miR-4527"
"2090","chr18",48670600,48670668,"+","miRNA_primary_transcript","MI0017381",MI0017381,"hsa-mir-4743"
"2091","chr18",48670602,48670624,"+","miRNA","MIMAT0019874",MIMAT0019874,"hsa-miR-4743-5p"
"2092","chr18",48670648,48670668,"+","miRNA","MIMAT0022978",MIMAT0022978,"hsa-miR-4743-3p"
"2093","chr18",49049687,49049768,"-","miRNA_primary_transcript","MI0017382",MI0017382,"hsa-mir-4744"
"2094","chr18",49049737,49049759,"-","miRNA","MIMAT0019875",MIMAT0019875,"hsa-miR-4744"
"2095","chr18",49487373,49487422,"+","miRNA_primary_transcript","MI0007260",MI0007260,"hsa-mir-1539"
"2096","chr18",49487402,49487422,"+","miRNA","MIMAT0007401",MIMAT0007401,"hsa-miR-1539"
"2097","chr18",50126499,50126563,"-","miRNA_primary_transcript","MI0015849",MI0015849,"hsa-mir-4320"
"2098","chr18",50126509,50126526,"-","miRNA","MIMAT0016871",MIMAT0016871,"hsa-miR-4320"
"2099","chr18",53237101,53237190,"+","miRNA_primary_transcript","MI0016895",MI0016895,"hsa-mir-4528"
"2100","chr18",53237156,53237177,"+","miRNA","MIMAT0019067",MIMAT0019067,"hsa-miR-4528"
"2101","chr18",55479221,55479298,"+","miRNA_primary_transcript","MI0016896",MI0016896,"hsa-mir-4529"
"2102","chr18",55479226,55479247,"+","miRNA","MIMAT0019236",MIMAT0019236,"hsa-miR-4529-5p"
"2103","chr18",55479270,55479290,"+","miRNA","MIMAT0019068",MIMAT0019068,"hsa-miR-4529-3p"
"2104","chr18",58451074,58451158,"+","miRNA_primary_transcript","MI0000442",MI0000442,"hsa-mir-122"
"2105","chr18",58451088,58451109,"+","miRNA","MIMAT0000421",MIMAT0000421,"hsa-miR-122-5p"
"2106","chr18",58451124,58451145,"+","miRNA","MIMAT0004590",MIMAT0004590,"hsa-miR-122-3p"
"2107","chr18",58451080,58451152,"-","miRNA_primary_transcript","MI0017383",MI0017383,"hsa-mir-122b"
"2108","chr18",58451121,58451143,"-","miRNA","MIMAT0019876",MIMAT0019876,"hsa-miR-122b-5p"
"2109","chr18",58451087,58451108,"-","miRNA","MIMAT0019877",MIMAT0019877,"hsa-miR-122b-3p"
"2110","chr18",67081584,67081686,"+","miRNA_primary_transcript","MI0017879",MI0017879,"hsa-mir-5011"
"2111","chr18",67081607,67081627,"+","miRNA","MIMAT0021045",MIMAT0021045,"hsa-miR-5011-5p"
"2112","chr18",67081645,67081666,"+","miRNA","MIMAT0021046",MIMAT0021046,"hsa-miR-5011-3p"
"2113","chr18",72853321,72853382,"-","miRNA_primary_transcript","MI0019152",MI0019152,"hsa-mir-548av"
"2114","chr18",72853365,72853382,"-","miRNA","MIMAT0022303",MIMAT0022303,"hsa-miR-548av-5p"
"2115","chr18",72853321,72853340,"-","miRNA","MIMAT0022304",MIMAT0022304,"hsa-miR-548av-3p"
"2116","chr19",71973,72110,"+","miRNA_primary_transcript","MI0015980",MI0015980,"hsa-mir-1302-11"
"2117","chr19",72045,72065,"+","miRNA","MIMAT0005890_3",MIMAT0005890,"hsa-miR-1302"
"2118","chr19",804940,805001,"+","miRNA_primary_transcript","MI0017384",MI0017384,"hsa-mir-4745"
"2119","chr19",804941,804963,"+","miRNA","MIMAT0019878",MIMAT0019878,"hsa-miR-4745-5p"
"2120","chr19",804977,804999,"+","miRNA","MIMAT0019879",MIMAT0019879,"hsa-miR-4745-3p"
"2121","chr19",813584,813653,"+","miRNA_primary_transcript","MI0014231",MI0014231,"hsa-mir-3187"
"2122","chr19",813627,813646,"+","miRNA","MIMAT0015069",MIMAT0015069,"hsa-miR-3187-3p"
"2123","chr19",813590,813612,"+","miRNA","MIMAT0019216",MIMAT0019216,"hsa-miR-3187-5p"
"2124","chr19",1816159,1816238,"-","miRNA_primary_transcript","MI0008330",MI0008330,"hsa-mir-1909"
"2125","chr19",1816203,1816223,"-","miRNA","MIMAT0007882",MIMAT0007882,"hsa-miR-1909-5p"
"2126","chr19",1816169,1816190,"-","miRNA","MIMAT0007883",MIMAT0007883,"hsa-miR-1909-3p"
"2127","chr19",2234062,2234149,"-","miRNA_primary_transcript","MI0006316",MI0006316,"hsa-mir-1227"
"2128","chr19",2234062,2234081,"-","miRNA","MIMAT0005580",MIMAT0005580,"hsa-miR-1227-3p"
"2129","chr19",2234133,2234149,"-","miRNA","MIMAT0022941",MIMAT0022941,"hsa-miR-1227-5p"
"2130","chr19",2235829,2235926,"-","miRNA_primary_transcript","MI0022634",MI0022634,"hsa-mir-6789"
"2131","chr19",2235899,2235922,"-","miRNA","MIMAT0027478",MIMAT0027478,"hsa-miR-6789-5p"
"2132","chr19",2235829,2235849,"-","miRNA","MIMAT0027479",MIMAT0027479,"hsa-miR-6789-3p"
"2133","chr19",2250639,2250718,"+","miRNA_primary_transcript","MI0015852",MI0015852,"hsa-mir-4321"
"2134","chr19",2250688,2250708,"+","miRNA","MIMAT0016874",MIMAT0016874,"hsa-miR-4321"
"2135","chr19",2434914,2435000,"-","miRNA_primary_transcript","MI0022959",MI0022959,"hsa-mir-7108"
"2136","chr19",2434980,2435000,"-","miRNA","MIMAT0028113",MIMAT0028113,"hsa-miR-7108-5p"
"2137","chr19",2434914,2434933,"-","miRNA","MIMAT0028114",MIMAT0028114,"hsa-miR-7108-3p"
"2138","chr19",2630715,2630793,"+","miRNA_primary_transcript","MI0025520",MI0025520,"hsa-mir-7850"
"2139","chr19",2630723,2630743,"+","miRNA","MIMAT0030425",MIMAT0030425,"hsa-miR-7850-5p"
"2140","chr19",3961414,3961512,"-","miRNA_primary_transcript","MI0003652",MI0003652,"hsa-mir-637"
"2141","chr19",3961429,3961452,"-","miRNA","MIMAT0003307",MIMAT0003307,"hsa-miR-637"
"2142","chr19",4445978,4446048,"+","miRNA_primary_transcript","MI0017385",MI0017385,"hsa-mir-4746"
"2143","chr19",4445987,4446009,"+","miRNA","MIMAT0019880",MIMAT0019880,"hsa-miR-4746-5p"
"2144","chr19",4446021,4446041,"+","miRNA","MIMAT0019881",MIMAT0019881,"hsa-miR-4746-3p"
"2145","chr19",4770670,4770779,"+","miRNA_primary_transcript","MI0000265",MI0000265,"hsa-mir-7-3"
"2146","chr19",4770700,4770723,"+","miRNA","MIMAT0000252_1",MIMAT0000252,"hsa-miR-7-5p"
"2147","chr19",4932687,4932740,"+","miRNA_primary_transcript","MI0017386",MI0017386,"hsa-mir-4747"
"2148","chr19",4932687,4932708,"+","miRNA","MIMAT0019882",MIMAT0019882,"hsa-miR-4747-5p"
"2149","chr19",4932719,4932740,"+","miRNA","MIMAT0019883",MIMAT0019883,"hsa-miR-4747-3p"
"2150","chr19",6389638,6389703,"-","miRNA_primary_transcript","MI0022732",MI0022732,"hsa-mir-6885"
"2151","chr19",6389674,6389698,"-","miRNA","MIMAT0027670",MIMAT0027670,"hsa-miR-6885-5p"
"2152","chr19",6389638,6389658,"-","miRNA","MIMAT0027671",MIMAT0027671,"hsa-miR-6885-3p"
"2153","chr19",6392921,6392983,"-","miRNA_primary_transcript","MI0022635",MI0022635,"hsa-mir-6790"
"2154","chr19",6392961,6392983,"-","miRNA","MIMAT0027480",MIMAT0027480,"hsa-miR-6790-5p"
"2155","chr19",6392925,6392945,"-","miRNA","MIMAT0027481",MIMAT0027481,"hsa-miR-6790-3p"
"2156","chr19",6416410,6416511,"-","miRNA_primary_transcript","MI0016597",MI0016597,"hsa-mir-3940"
"2157","chr19",6416434,6416455,"-","miRNA","MIMAT0018356",MIMAT0018356,"hsa-miR-3940-3p"
"2158","chr19",6416470,6416489,"-","miRNA","MIMAT0019229",MIMAT0019229,"hsa-miR-3940-5p"
"2159","chr19",6736712,6736778,"-","miRNA_primary_transcript","MI0022636",MI0022636,"hsa-mir-6791"
"2160","chr19",6736752,6736773,"-","miRNA","MIMAT0027482",MIMAT0027482,"hsa-miR-6791-5p"
"2161","chr19",6736712,6736732,"-","miRNA","MIMAT0027483",MIMAT0027483,"hsa-miR-6791-3p"
"2162","chr19",7617439,7617505,"+","miRNA_primary_transcript","MI0022637",MI0022637,"hsa-mir-6792"
"2163","chr19",7617439,7617459,"+","miRNA","MIMAT0027484",MIMAT0027484,"hsa-miR-6792-5p"
"2164","chr19",7617480,7617501,"+","miRNA","MIMAT0027485",MIMAT0027485,"hsa-miR-6792-3p"
"2165","chr19",8389290,8389380,"-","miRNA_primary_transcript","MI0017865",MI0017865,"hsa-mir-4999"
"2166","chr19",8389340,8389360,"-","miRNA","MIMAT0021017",MIMAT0021017,"hsa-miR-4999-5p"
"2167","chr19",8389311,8389330,"-","miRNA","MIMAT0021018",MIMAT0021018,"hsa-miR-4999-3p"
"2168","chr19",10038354,10038413,"+","miRNA_primary_transcript","MI0019148",MI0019148,"hsa-mir-5589"
"2169","chr19",10038354,10038374,"+","miRNA","MIMAT0022297",MIMAT0022297,"hsa-miR-5589-5p"
"2170","chr19",10038391,10038413,"+","miRNA","MIMAT0022298",MIMAT0022298,"hsa-miR-5589-3p"
"2171","chr19",10230413,10230485,"+","miRNA_primary_transcript","MI0015851",MI0015851,"hsa-mir-4322"
"2172","chr19",10230455,10230475,"+","miRNA","MIMAT0016873",MIMAT0016873,"hsa-miR-4322"
"2173","chr19",10403458,10403538,"-","miRNA_primary_transcript","MI0006274",MI0006274,"hsa-mir-1181"
"2174","chr19",10403505,10403525,"-","miRNA","MIMAT0005826",MIMAT0005826,"hsa-miR-1181"
"2175","chr19",10552122,10552204,"+","miRNA_primary_transcript","MI0006328",MI0006328,"hsa-mir-1238"
"2176","chr19",10552183,10552202,"+","miRNA","MIMAT0005593",MIMAT0005593,"hsa-miR-1238-3p"
"2177","chr19",10552122,10552144,"+","miRNA","MIMAT0022947",MIMAT0022947,"hsa-miR-1238-5p"
"2178","chr19",10718404,10718503,"+","miRNA_primary_transcript","MI0003653",MI0003653,"hsa-mir-638"
"2179","chr19",10718419,10718443,"+","miRNA","MIMAT0003308",MIMAT0003308,"hsa-miR-638"
"2180","chr19",10780254,10780335,"+","miRNA_primary_transcript","MI0017387",MI0017387,"hsa-mir-4748"
"2181","chr19",10780263,10780283,"+","miRNA","MIMAT0019884",MIMAT0019884,"hsa-miR-4748"
